regcode,provcode,citycode,cityname,nscb_city_code,nscb_city_name,addedby,UserLevelID,dateupdated,status
06,0630,063043,SANTA BARBARA,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063044,SARA,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063045,TIGBAUAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063046,TUBUNGAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063047,ZARRAGA,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064501,BACOLOD CITY (Capital),NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064502,BAGO CITY,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064503,BINALBAGAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064504,CADIZ CITY,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064505,CALATRAVA,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064506,CANDONI,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064507,CAUAYAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064508,ENRIQUE B. MAGALONA (SARAVIA),NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064509,CITY OF ESCALANTE,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064510,CITY OF HIMAMAYLAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064511,HINIGARAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064512,HINOBA-AN (ASIA),NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064513,ILOG,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064514,ISABELA,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064515,CITY OF KABANKALAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064516,LA CARLOTA CITY,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064517,LA CASTELLANA,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064518,MANAPLA,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064519,MOISES PADILLA (MAGALLON),NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064520,MURCIA,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064521,PONTEVEDRA,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064522,PULUPANDAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064523,SAGAY CITY,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064524,SAN CARLOS CITY,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064525,SAN ENRIQUE,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064526,SILAY CITY,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064527,CITY OF SIPALAY,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064528,CITY OF TALISAY,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064529,TOBOSO,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064530,VALLADOLID,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064531,CITY OF VICTORIAS,NULL,NULL,NULL,NULL,NULL,NULL
06,0645,064532,SALVADOR BENEDICTO,NULL,NULL,NULL,NULL,NULL,NULL
06,0679,067901,BUENAVISTA,NULL,NULL,NULL,NULL,NULL,NULL
06,0679,067902,JORDAN (Capital),NULL,NULL,NULL,NULL,NULL,NULL
06,0679,067903,NUEVA VALENCIA,NULL,NULL,NULL,NULL,NULL,NULL
06,0679,067904,SAN LORENZO,NULL,NULL,NULL,NULL,NULL,NULL
06,0679,067905,SIBUNAG,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071201,ALBURQUERQUE,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071202,ALICIA,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071203,ANDA,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071204,ANTEQUERA,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071205,BACLAYON,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071206,BALILIHAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071207,BATUAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071208,BILAR,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071209,BUENAVISTA,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071210,CALAPE,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071211,CANDIJAY,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071212,CARMEN,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071213,CATIGBIAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071214,CLARIN,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071215,CORELLA,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071216,CORTES,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071217,DAGOHOY,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071218,DANAO,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071219,DAUIS,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071220,DIMIAO,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071221,DUERO,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071222,GARCIA HERNANDEZ,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071223,GUINDULMAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071224,INABANGA,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071225,JAGNA,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071226,JETAFE,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071227,LILA,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071228,LOAY,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071229,LOBOC,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071230,LOON,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071231,MABINI,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071232,MARIBOJOC,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071233,PANGLAO,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071234,PILAR,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071235,PRES. CARLOS P. GARCIA (PITOGO),NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071236,SAGBAYAN (BORJA),NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071237,SAN ISIDRO,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071238,SAN MIGUEL,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071239,SEVILLA,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071240,SIERRA BULLONES,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071241,SIKATUNA,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071242,TAGBILARAN CITY (Capital),NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071243,TALIBON,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071244,TRINIDAD,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071245,TUBIGON,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071246,UBAY,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071247,VALENCIA,NULL,NULL,NULL,NULL,NULL,NULL
07,0712,071248,BIEN UNIDO,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072201,ALCANTARA,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072202,ALCOY,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072203,ALEGRIA,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072204,ALOGUINSAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072205,ARGAO,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072206,ASTURIAS,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072207,BADIAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072208,BALAMBAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072209,BANTAYAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072210,BARILI,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072211,BOGO,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072212,BOLJOON,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072213,BORBON,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072214,CARCAR,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072215,CARMEN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072216,CATMON,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072217,CEBU CITY (Capital),NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072218,COMPOSTELA,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072219,CONSOLACION,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072220,CORDOBA,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072221,DAANBANTAYAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072222,DALAGUETE,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072223,DANAO CITY,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072224,DUMANJUG,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072225,GINATILAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072226,LAPU-LAPU CITY (OPON),NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072227,LILOAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072228,MADRIDEJOS,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072229,MALABUYOC,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072230,MANDAUE CITY,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072231,MEDELLIN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072232,MINGLANILLA,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072233,MOALBOAL,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072234,NAGA,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072235,OSLOB,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072236,PILAR,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072237,PINAMUNGAHAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072238,PORO,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072239,RONDA,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072240,SAMBOAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072241,SAN FERNANDO,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072242,SAN FRANCISCO,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072243,SAN REMIGIO,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072244,SANTA FE,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072245,SANTANDER,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072246,SIBONGA,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072247,SOGOD,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072248,TABOGON,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072249,TABUELAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072250,CITY OF TALISAY,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072251,TOLEDO CITY,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072252,TUBURAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0722,072253,TUDELA,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074601,AMLAN (AYUQUITAN),NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074602,AYUNGON,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074603,BACONG,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074604,BAIS CITY,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074605,BASAY,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074606,CITY OF BAYAWAN (TULONG),NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074607,BINDOY (PAYABON),NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074608,CANLAON CITY,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074609,DAUIN,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074610,DUMAGUETE CITY (Capital),NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074611,GUIHULNGAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074612,JIMALALUD,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074613,LA LIBERTAD,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074614,MABINAY,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074615,MANJUYOD,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074616,PAMPLONA,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074617,SAN JOSE,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074618,SANTA CATALINA,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074619,SIATON,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074620,SIBULAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074621,CITY OF TANJAY,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074622,TAYASAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074623,VALENCIA (LUZURRIAGA),NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074624,VALLEHERMOSO,NULL,NULL,NULL,NULL,NULL,NULL
07,0746,074625,ZAMBOANGUITA,NULL,NULL,NULL,NULL,NULL,NULL
07,0761,076101,ENRIQUE VILLANUEVA,NULL,NULL,NULL,NULL,NULL,NULL
07,0761,076102,LARENA,NULL,NULL,NULL,NULL,NULL,NULL
07,0761,076103,LAZI,NULL,NULL,NULL,NULL,NULL,NULL
07,0761,076104,MARIA,NULL,NULL,NULL,NULL,NULL,NULL
07,0761,076105,SAN JUAN,NULL,NULL,NULL,NULL,NULL,NULL
07,0761,076106,SIQUIJOR (Capital),NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082601,ARTECHE,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082602,BALANGIGA,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082603,BALANGKAYAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082604,BORONGAN (Capital),NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082605,CAN-AVID,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082606,DOLORES,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082607,GENERAL MACARTHUR,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082608,GIPORLOS,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082609,GUIUAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082610,HERNANI,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082611,JIPAPAD,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082612,LAWAAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082613,LLORENTE,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082614,MASLOG,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082615,MAYDOLONG,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082616,MERCEDES,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082617,ORAS,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082618,QUINAPONDAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082619,SALCEDO,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082620,SAN JULIAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082621,SAN POLICARPO,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082622,SULAT,NULL,NULL,NULL,NULL,NULL,NULL
08,0826,082623,TAFT,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083701,ABUYOG,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083702,ALANGALANG,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083703,ALBUERA,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083705,BABATNGON,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083706,BARUGO,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083707,BATO,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083708,BAYBAY,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083710,BURAUEN,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083713,CALUBIAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083714,CAPOOCAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083715,CARIGARA,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083717,DAGAMI,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083718,DULAG,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083719,HILONGOS,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083720,HINDANG,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083721,INOPACAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083722,ISABEL,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083723,JARO,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083724,JAVIER (BUGHO),NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083725,JULITA,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083726,KANANGA,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083728,LAPAZ,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083729,LEYTE,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083730,MACARTHUR,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083731,MAHAPLAG,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083733,MATAG-OB,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083734,MATALOM,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083735,MAYORGA,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083736,MERIDA,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083738,ORMOC CITY,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083739,PALO,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083740,PALOMPON,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083741,PASTRANA,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083742,SAN ISIDRO,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083743,SAN MIGUEL,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083744,SANTA FE,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083745,TABANGO,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083746,TABONTABON,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083747,TACLOBAN CITY (Capital),NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083748,TANAUAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083749,TOLOSA,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083750,TUNGA,NULL,NULL,NULL,NULL,NULL,NULL
08,0837,083751,VILLABA,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084801,ALLEN,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084802,BIRI,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084803,BOBON,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084804,CAPUL,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084805,CATARMAN (Capital),NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084806,CATUBIG,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084807,GAMAY,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084808,LAOANG,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084809,LAPINIG,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084810,LAS NAVAS,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084811,LAVEZARES,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084812,MAPANAS,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084813,MONDRAGON,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084814,PALAPAG,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084815,PAMBUJAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084816,ROSARIO,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084817,SAN ANTONIO,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084818,SAN ISIDRO,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084819,SAN JOSE,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084820,SAN ROQUE,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084821,SAN VICENTE,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084822,SILVINO LOBOS,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084823,VICTORIA,NULL,NULL,NULL,NULL,NULL,NULL
08,0848,084824,LOPE DE VEGA,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086001,ALMAGRO,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086002,BASEY,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086003,CALBAYOG CITY,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086004,CALBIGA,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086005,CATBALOGAN (Capital),NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086006,DARAM,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086007,GANDARA,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086008,HINABANGAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086009,JIABONG,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086010,MARABUT,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086011,MATUGUINAO,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086012,MOTIONG,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086013,PINABACDAO,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086014,SAN JOSE DE BUAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086015,SAN SEBASTIAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086016,SANTA MARGARITA,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086017,SANTA RITA,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086018,SANTO NIO,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086019,TALALORA,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086020,TARANGNAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086021,VILLAREAL,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086022,PARANAS (WRIGHT),NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086023,ZUMARRAGA,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086024,TAGAPUL-AN,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086025,SAN JORGE,NULL,NULL,NULL,NULL,NULL,NULL
08,0860,086026,PAGSANGHAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086401,ANAHAWAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086402,BONTOC,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086403,HINUNANGAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086404,HINUNDAYAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086405,LIBAGON,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086406,LILOAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086407,CITY OF MAASIN (Capital),NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086408,MACROHON,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086409,MALITBOG,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086410,PADRE BURGOS,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086411,PINTUYAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086412,SAINT BERNARD,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086413,SAN FRANCISCO,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086414,SAN JUAN (CABALIAN),NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086415,SAN RICARDO,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086416,SILAGO,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086417,SOGOD,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086418,TOMAS OPPUS,NULL,NULL,NULL,NULL,NULL,NULL
08,0864,086419,LIMASAWA,NULL,NULL,NULL,NULL,NULL,NULL
08,0878,087801,ALMERIA,NULL,NULL,NULL,NULL,NULL,NULL
08,0878,087802,BILIRAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0878,087803,CABUCGAYAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0878,087804,CAIBIRAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0878,087805,CULABA,NULL,NULL,NULL,NULL,NULL,NULL
08,0878,087806,KAWAYAN,NULL,NULL,NULL,NULL,NULL,NULL
08,0878,087807,MARIPIPI,NULL,NULL,NULL,NULL,NULL,NULL
08,0878,087808,NAVAL (Capital),NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097201,DAPITAN CITY,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097202,DIPOLOG CITY (Capital),NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097203,KATIPUNAN,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097204,LA LIBERTAD,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097205,LABASON,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097206,LILOY,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097207,MANUKAN,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097208,MUTIA,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097209,PIAN (NEW PIAN),NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097210,POLANCO,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097211,PRES. MANUEL A. ROXAS,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097212,RIZAL,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097213,SALUG,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097214,SERGIO OSMEA SR.,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097215,SIAYAN,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097216,SIBUCO,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097217,SIBUTAD,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097218,SINDANGAN,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097219,SIOCON,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097220,SIRAWAI,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097221,TAMPILISAN,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097222,JOSE DALMAN (PONOT),NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097223,GUTALAC,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097224,BALIGUIAN,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097225,GODOD,NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097226,BACUNGAN (LEON T. POSTIGO),NULL,NULL,NULL,NULL,NULL,NULL
09,0972,097227,KALAWIT,NULL,NULL,NULL,NULL,NULL,NULL
09,0973,097302,AURORA,NULL,NULL,NULL,NULL,NULL,NULL
