21183,Reconstruction of orbital walls, rims, forehead, nasoethmoid complex following intra-and extracranial excision of benign tumor of cranial bone (e.g., fibrous dysplasia), w/ multiple autografts (includes obtaining grafts); total area of bone grafting great
21184,Reconstruction of orbital walls, rims, forehead, nasoethmoid complex following intra-and extracranial excision of benign tumor of cranial bone (e.g., fibrous dysplasia), w/ multiple autografts (includes obtaining grafts); total area of bone grafting great
21188,Reconstruction midface, osteotomies (other than LeFort type) and bone grafts (includes obtaining autografts)
21193,Reconstruction of mandibular rami, horizontal, vertical, "C", or "L" osteotomy; w/o bone graft
21194,Reconstruction of mandibular rami, horizontal, vertical, "C", or "L" osteotomy; w/ bone graft (includes obtaining graft)
21195,Reconstruction of mandibular rami and/or body, sagittal split; w/o internal rigid fixation
21196,Reconstruction of mandibular rami and/or body, sagittal split; w/ internal rigid fixation
21198,Osteotomy, mandible, segmental
21206,Osteotomy, maxilla, segmental (e.g., Wassmund or Schuchard)
21210,Graft, bone; nasal, maxillary or malar areas (includes obtaining graft)
21215,Graft, bone; mandible (includes obtaining graft)
21230,Graft; rib cartilage, autogenous, to face, chin, nose or ear (includes obtaining graft)
21235,Graft; ear cartilage, autogenous, to nose or ear (includes obtaining graft)
21240,Arthroplasty, temporomandibular joint, w/ or w/o autograft (includes obtaining graft)
21242,Arthroplasty, temporomandibular joint, w/ allograft
21243,Arthroplasty, temporomandibular joint, w/ prosthetic joint replacement
21244,Reconstruction of mandible, extraoral, w/ transosteal bone plate (e.g., mandibular staple bone plate)
21245,Reconstruction of mandible or maxilla, subperiosteal implant; partial
21246,Reconstruction of mandible or maxilla, subperiosteal implant; complete
21247,Reconstruction of mandibular condyle w/ bone and cartilage autografts (includes obtaining grafts) (e.g., for hemifacial microsomia)
21248,Reconstruction of mandible or maxilla, endosteal implant (e.g. blade, cylinder); partial
21249,Reconstruction of mandible or maxilla, endosteal implant (e.g. blade, cylinder); complete
21255,Reconstruction of zygomatic arch and glenoid fossa w/ bone and cartilage (includes obtaining autografts)
21256,Reconstruction of orbit w/ osteotomies (extracranial) and w/ bone grafts (includes obtaining autografts) (e.g., micro-ophthalmia)
21260,Periorbital osteotomies for orbital hypertelorism, w/ bone grafts
21267,Orbital repositioning, periorbital osteotomies, unilateral, w/ bone grafts; extracranial approach
21300,Closed treatment of skull fracture w/o operation
21315,Closed treatment of nasal bone fracture
21325,Open treatment of nasal fracture; uncomplicated
21330,Open treatment of nasal fracture; complicated, w/ internal and/or external skeletal fixation
21335,Open treatment of nasal fracture; w/ concomitant open treatment of fractured septum
21336,Open treatment of nasal septal fracture, w/ or w/o stabilization
21337,Closed treatment of nasal septal fracture
21338,Open treatment of nasoethmoid fracture; w/o external fixation
21339,Open treatment of nasoethmoid fracture; w/ external fixation
21340,Percutaneous treatment of nasoethmoid complex fracture, w/ splint, wire or headcap fixation, including repair of canthal ligaments and/or the nasolacrimal apparatus
21343,Open treatment of depressed frontal sinus fracture
21344,Open treatment of complicated (e.g., comminuted or involving posterior wall) frontal sinus fracture, via coronal or multiple approaches
21345,Closed treatment of nasomaxillary complex fracture (LeFort II type), w/ interdental wire fixation or fixation of denture or splint
21346,Open treatment of nasomaxillary complex fracture (LeFort II type); w/ wiring and/or local fixation
21347,Open treatment of nasomaxillary complex fracture (LeFort II type); requiring multiple open approaches
21348,Open treatment of nasomaxillary complex fracture (LeFort II type); w/ bone grafting (includes obtaining graft)
21355,Percutaneous treatment of fracture of malar area, including zygomatic arch and malar tripod, w/ manipulation
21356,Open treatment of depressed zygomatic arch fracture (e.g., Gilles approach)
21360,Open treatment of depressed malar fracture, including zygomatic arch and malar tripod
21365,Open treatment of complicated (e.g., comminuted or involving cranial nerve foramina) fracture(s) of malar area, including zygomatic arch and malar tripod; w/ internal fixation and multiple surgical approaches
21366,Open treatment of complicated (e.g., comminuted or involving cranial nerve foramina) fracture(s) of malar area, including zygomatic arch and malar tripod; w/ bone grafting (includes obtaining graft)
21385,Open treatment of orbital floor "blowout" fracture; transantral approach (Caldwell-Luc type operation)
21386,Open treatment of orbital floor "blowout" fracture; periorbital approach
21387,Open treatment of orbital floor "blowout" fracture; combined approach
21390,Open treatment of orbital floor "blowout" fracture; periorbital approach, w/ alloplastic or other implant
21395,Open treatment of orbital floor "blowout" fracture; periorbital approach w/ bone graft (includes obtaining graft)
21400,Closed treatment of fracture of orbit, except "blowout"
21406,Open treatment of fracture of orbit, except "blowout"; w/o implant
21407,Open treatment of fracture of orbit, except "blowout"; w/ implant
21408,Open treatment of fracture of orbit, except "blowout"; w/ bone grafting (includes obtaining graft)
21421,Closed treatment of palatal or maxillary fracture (LeFort I type), w/ interdental wire fixation or fixation of denture or splint
21422,Open treatment of palatal or maxillary fracture (LeFort I type);
21423,Open treatment of palatal or maxillary fracture (LeFort I type); complicated (comminuted or involving cranial nerve foramina), multiple approaches
21431,Closed treatment of craniofacial separation (LeFort III type) using interdental wire fixation of denture or splint
21432,Open treatment of craniofacial separation (LeFort III type); w/ wiring and/or internal fixation
21433,Open treatment of craniofacial separation (LeFort III type); complicated (e.g., comminuted or involving cranial nerve foramina); multiple surgical approaches
21435,Open treatment of craniofacial separation (LeFort III type); complicated, utilizing internal and/or external fixation techniques (e.g., head cap, halo device, and/or intermaxillary fixation)
21436,Open treatment of craniofacial separation (LeFort III type); complicated, multiple surgical approaches, internal fixation, w/ bone grafting (includes obtaining graft)
21440,Closed treatment of mandibular or maxillary alveolar ridge fracture
21445,Open treatment of mandibular or maxillary alveolar ridge fracture
21450,Closed treatment of mandibular fracture
21452,Percutaneous treatment of mandibular fractue, w/ external fixation
21453,Closed treatment of mandibular fracture; w/ interdental fixation
21454,Open treatment of mandibular fracture; w/ external fixation
21461,Open treatment of mandibular fracture; w/o interdental fixation
21462,Open treatment of mandibular fracture; w/ interdental fixation
21465,Open treatment of mandibular condylar fracture
21470,Open treatment of complicated mandibular fracture by multiple surgical approaches including internal fixation, interdental fixation, and/or wiring of dentures or splints
21480,Closed treatment of temporomandibular dislocation; initial or subsequent
21485,Closed treatment of temporomandibular dislocation; complicated (e.g., recurrent requiring intermaxillary fixation or splinting), initial or subsequent
21490,Open treatment of temporomandibular dislocation
21493,Closed treatment of hyoid fracture
21495,Open treatment of hyoid fracture
21497,Interdental wiring, for condition other than fracture
21501,Incision and drainage, deep abscess or hematoma, soft tissues of neck or thorax;
21502,Incision and drainage, deep abscess or hematoma, soft tissues of neck or thorax; w/ partial rib ostectomy
21510,Incision, deep, w/ opening of bone cortex (e.g., for osteomyelitis or bone abscess), thorax
21550,Biopsy, soft tissue of neck or thorax
21555,Excision tumor, soft tissue of neck or thorax; subcutaneous
21556,Excision tumor, soft tissue of neck or thorax; deep, subfascial, intramuscular
21557,Radical resection of tumor (e.g., malignant neoplasm), soft tissue of neck or thorax
21600,Excision of rib, partial
21610,Costotransversectomy
21615,Excision  and/or cervical rib;
21616,Excision  and/or cervical rib; w/ sympathectomy
21620,Ostectomy of sternum, partial
21627,Sternal debridement
21630,Radical resection of sternum;
21700,Division of scalenus anticus; w/o resection of cervical rib
21705,Division of scalenus anticus; w/ resection of cervical rib
21720,Division of sternocleidomastoid for torticollis, open operation
21740,Reconstructive repair of pectus excavatum or carinatum
21750,Closure of sternotomy separation w/ or w/o debridement
21800,Closed treatment of rib fracture
21805,Open treatment of rib fracture w/o fixation
21810,Treatment of rib fracture requiring external fixation ("flail chest")
21820,Closed treatment of sternum fracture
21825,Open treatment of sternum fracture w/ or w/o skeletal fixation
21920,Biopsy, soft tissue of back or flank
21930,Excision, tumor, soft tissue of back or flank
21935,Radical resection of tumor (e.g., malignant neoplasm), soft tissue of back or flank
22100,Partial excision of posterior vertebral component (e.g., spinous process, lamina or facet) for intrinsic bony lesion, single vertebral segment; cervical
22101,Partial excision of posterior vertebral component (e.g., spinous process, lamina or facet) for intrinsic bony lesion, single vertebral segment; thoracic
22102,Partial excision of posterior vertebral component (e.g., spinous process, lamina or facet) for intrinsic bony lesion, single vertebral segment; lumbar
22110,Partial excision of vertebral body, for intrinsic bony lesion, w/o decompression of spinal cord or nerve root(s), single vertebral segment; cervical
22112,Partial excision of vertebral body, for intrinsic bony lesion, w/o decompression of spinal cord or nerve root(s), single vertebral segment; thoracic
22114,Partial excision of vertebral body, for intrinsic bony lesion, w/o decompression of spinal cord or nerve root(s), single vertebral segment; lumbar
22210,Osteotomy of spine, posterior or posterolateral approach, one vertebral segment; cervical
22212,Osteotomy of spine, posterior or posterolateral approach, one vertebral segment; thoracic
22214,Osteotomy of spine, posterior or posterolateral approach, one vertebral segment; lumbar
22220,Osteotomy of spine, including diskectomy, anterior approach, single vertebral segment; cervical
22222,Osteotomy of spine, including diskectomy, anterior approach, single vertebral segment; thoracic
22224,Osteotomy of spine, including diskectomy, anterior approach, single vertebral segment; lumbar
22305,Closed treatment of vertebral process fracture(s)
22310,Closed treatment of vertebral body fracture(s), requiring and including casting or bracing
22325,Open treatment and/or reduction of vertebral fracture(s) and/or dislocation(s), posterior approach, one fractured vertebrae or dislocated segment; lumbar
22326,Open treatment and/or reduction of vertebral fracture(s) and/or dislocation(s), posterior approach, one fractured vertebrae or dislocated segment; cervical
22327,Open treatment and/or reduction of vertebral fracture(s) and/or dislocation(s), posterior approach, one fractured vertebrae or dislocated segment; thoracic
22548,Arthrodesis, anterior transoral or extraoral technique, clivus-C1-C2 (atlas-axis), w/ or w/o excision of odontoid process
22554,Arthrodesis, anterior interbody technique, including minimal diskectomy to prepare interspace (other than for decompression); cervical below C2
22556,Arthrodesis, anterior interbody technique, including minimal diskectomy to prepare interspace (other than for decompression); thoracic
22558,Arthrodesis, anterior interbody technique, including minimal diskectomy to prepare interspace (other than for decompression); lumbar
22590,Arthrodesis; posterior technique, craniocervical (occiput-C2)
22595,Arthrodesis, posterior technique, atlas-axis (C1-C2)
22600,Arthrodesis, posterior or posterolateral technique, single level; cervical below C2 segment;
22610,Arthrodesis, posterior or posterolateral technique, single level; cervical below C2 segment; thoracic (w/ or w/o lateral transverse technique)
22612,Arthrodesis, posterior or posterolateral technique, single level; cervical below C2 segment; lumbar (w/ or w/o lateral transverse technique)
22630,Arthrodesis, posterior interbody technique, single interspace; lumbar
22800,Arthrodesis, posterior, for spinal deformity, w/ or w/o cast; up to 6 vertebral segments
22802,Arthrodesis, posterior, for spinal deformity, w/ or w/o cast; 7 to 12 vertebral segments
22804,Arthrodesis, posterior, for spinal deformity, w/ or w/o cast; 13 or more vertebral segments
22808,Arthrodesis, anterior, for spinal deformity, w/ or w/o cast; 2 to 3 vertebral segments
22810,Arthrodesis, anterior, for spinal deformity, w/ or w/o cast; 4 to 7 vertebral segments
22812,Arthrodesis, anterior, for spinal deformity, w/ or w/o cast; 8 or more vertebral segments
22840,Posterior non-segmental instrumentation (e.g., single Harrington rod technique)
22841,Internal spinal fixation by wiring of spinous processes
22842,Posterior segmental instrumentation (e.g., pedicle fixation, dual rods w/ multiple hooks and sublaminal wires); 3 to 6 vertebral segments
22843,Posterior segmental instrumentation (e.g., pedicle fixation, dual rods w/ multiple hooks and sublaminal wires); 7 to 12 vertebral segments
22844,Posterior segmental instrumentation (e.g., pedicle fixation, dual rods w/ multiple hooks and sublaminal wires); 13 or more vertebral segments
22845,Anterior instrumentation; 2 to 3 vertebral segments
22846,Anterior instrumentation; 4 to 7 vertebral segments
22847,Anterior instrumentation; 8 or more vertebral segments
22848,Pelvic fixation (attachment of caudal end of instrumentation to pelvic bony structures) other than sacrum
22849,Reinsertion of spinal fixation device
22850,Removal of posterior nonsegmental instrumentation (e.g., Harrington rod)
22851,Application of prosthetic device (e.g., metal cages, methylmethacrylate) to vertebral defect or interspace
22852,Removal of posterior segmental instrumentation
22855,Removal of anterior instrumentation
22900,Excision, abdominal wall tumor, subfascial (e.g., desmoid)
23000,Removal of subdeltoid (or intratendinous) calcareous deposits, open method
23020,Capsular contracture release (Sever type procedure)
23030,Incision and drainage, shoulder area; deep abscess or hematoma
23031,Incision and drainage, shoulder area; infected bursa
23035,Incision, deep, w/ opening of cortex (e.g., for osteomyelitis or bone abscess), shoulder area
23040,Arthrotomy, glenohumeral joint, for infection, w/ exploration, drainage, or removal of foreign body
23044,Arthrotomy, acromioclavicular, sternoclavicular joint, for infection, w/ exploration, drainage, or removal of foreign body
23065,Biopsy, soft tissue of shoulder area
23075,Excision, tumor, shoulder area; subcutaneous
23076,Excision, tumor, shoulder area; deep, subfascial, or intramuscular
23077,Radical resection of tumor (e.g., malignant neoplasm), soft tissue of shoulder area
23100,Arthrotomy w/ biopsy, glenohumeral joint
23101,Arthrotomy w/ biopsy, or w/ excision of torn cartilage, acromioclavicular, sternoclavicular joint
23105,Arthrotomy w/ synovectomy; glenohumeral joint
23106,Arthrotomy w/ synovectomy; sternoclavicular joint
23107,Arthrotomy, glenohumeral joint, w/ joint exploration, w/ or w/o removal of loose or foreign body
23120,Claviculectomy; partial
23125,Claviculectomy; total
23130,Acromioplasty or acromionectomy, partial
23140,Excision or curettage of bone cyst or benign tumor of clavicle or scapula;
23145,Excision or curettage of bone cyst or benign tumor of clavicle or scapula; w/ autograft (includes obtaining graft)
23146,Excision or curettage of bone cyst or benign tumor of clavicle or scapula; w/ allograft
23150,Excision or curettage of bone cyst or benign tumor of proximal humerus;
23155,Excision or curettage of bone cyst or benign tumor of proximal humerus; w/ autograft (includes obtaining graft)
23156,Excision or curettage of bone cyst or benign tumor of proximal humerus; w/ allograft
23170,Sequestrectomy (e.g., for osteomyelitis or bone abscess), clavicle
23172,Sequestrectomy (e.g., for osteomyelitis or bone abscess), scapula
23174,Sequestrectomy (e.g., for osteomyelitis or bone abscess), humeral head to surgical neck
23180,Partial excision (craterization, saucerization,or diaphysectomy) of bone (e.g., for osteomyelitis), clavicle
23182,Partial excision (craterization, saucerization,or diaphysectomy) of bone (e.g., for osteomyelitis), scapula
23184,Partial excision (craterization, suacerization, or diaphysectomy) of bone (e.g., for osteomyelitis), proximal humerus
23190,Ostectomy of scapula, partial (e.g., superior medial angle)
23195,Resection humeral head
23200,Radical resection for tumor; clavicle
23210,Radical resection for tumor; scapula
23220,Radical resection for tumor; proximal humerus;
23221,Radical resection for tumor; proximal humerus; w/ autograft (includes obtaining graft)
23222,Radical resection for tumor; proximal humerus; w/ prosthetic replacement
23330,Removal of foreign body, shoulder; subcutaneous
23331,Removal of foreign body, shoulder; deep (e.g., Neer prosthesis removal)
23332,Removal of foreign body, shoulder; complicated , including "total shoulder"
23395,Muscle transfer, any type, shoulder or upper arm; single
23397,Muscle transfer, any type, shoulder or upper arm; multiple
23400,Scapulopexy (e.g., Sprengels deformity or for paralysis)
23405,Tenomyotomy, shoulder area; single
23406,Tenomyotomy, shoulder area; multiple through same incision
23410,Repair of ruptured musculotendinous cuff (e.g., rotator cuff); acute
23412,Repair of ruptured musculotendinous cuff (e.g., rotator cuff); chronic
23415,Coracoacromial ligament release, w/ or w/o acromioplasty
23420,Repair of complete shoulder (rotator) cuff avulsion, chronic (includes acromioplasty)
23430,Tenodesis of long tendon of biceps
23440,Resection or transplantation of long tendon of biceps
23450,Capsulorrhaphy, anterior; Putti-Platt procedure or Magnuson type operation
23455,Capsulorrhaphy, anterior; Bankart type operation w/ or w/o stapling
23460,Capsulorrhaphy, anterior, any type; w/ bone block
23462,Capsulorrhaphy, anterior, any type; w/ coracoid process transfer
23465,Capsulorrhaphy for recurrent dislocation, posterior, w/ or w/o bone block
23466,Capsulorrhaphy w/ any type multi-directional instability
23470,Arthroplasty w/ proximal humeral implant (e.g., Neer type operation)
23472,Arthroplasty w/ glenoid and proximal humeral replacement (e.g. total shoulder)
23480,Osteotomy, clavicle, w/ or w/o internal fixation;
23485,Osteotomy, clavicle, w/ or w/o internal fixation; w/ bone graft for nonunion or malunion (includes obtaining graft and/or necessary fixation)
23490,Prophylactic treatment (nailing, pinning, plating or wiring) w/ or w/o methylmethacrylate; clavicle
23491,Prophylactic treatment (nailing, pinning, plating or wiring) w/ or w/o methylmethacrylate; proximal humerus and humeral head
23500,Closed treatment of clavicular fracture
23515,Open treatment of clavicular fracture, w/ or w/o internal or external fixation
23520,Closed treatment of sternoclavicular dislocation
23530,Open treatment of sternoclavicular disloction, acute or chronic;
23532,Open treatment of sternoclavicular disloction, w/ fascial graft (includes obtaining graft)
23540,Closed treatment of acromioclavicular dislocation
23550,Open treatment of acromioclavicular dislocation, acute or chronic;
23552,Open treatment of acromioclavicular dislocation, acute or chronic; w/ fascial graft (includes obtaining graft)
23570,Closed treatment of scapular fracture
23585,Open treatment of scapular fracture (body, glenoid or acromion) w/ or w/o internal fixation
23600,Closed treatment of proximal humeral (surgical or anatomical neck) fracture
23615,Open treatment of proximal humeral (surgical or anatomical neck) fracture, w/ or w/o internal or external fixation, w/ or w/o repair of tuberosity(-ies);
23616,Open treatment of proximal humeral (surgical or anatomical neck) fracture, w/ or w/o internal or external fixation, w/ or w/o repair of tuberosity(-ies); w/ proximal humeral prosthetic replacement
23620,Closed treatment of greater tuberosity fracture
23630,Open treatment of greater tuberosity fracture, w/ or w/o internal or external fixation
23650,Closed treatment of shoulder dislocation
23657,Thoracoscopy, surgical; w/ wedge resection of lung, single or mutiple
23660,Open treatment of acute shoulder dislocation
23665,Closed treatment of shoulder dislocation,/ fracture of greater tuberosity
23670,Open treatment of shoulder dislocation, w/ fracture of greater tuberosity, w/ or w/o internal or external fixation
23675,Closed treatment of shoulder dislocation, w/ surgical or anatomical neck fracture
23680,Open treatment of shoulder dislocation, w/ surgical or anatomical neck fracture, w/ or w/o internal or external fixation
23700,Manipulation under anesthesia, shoulder joint, including application of fixation apparatus (dislocation excluded)
23800,Arthrodesis, shoulder joint; w/ or w/o local bone graft
23802,Arthrodesis, shoulder joint; w/ primary autogenous graft (includes obtaining graft)
23900,Interthoracoscapular amputation (forequarter)
23920,Disarticulation of shoulder;
23930,Incision and drainage, upper arm or elbow area; deep abscess or hematoma
23931,Incision and drainage, upper arm or elbow area; infected bursa
23935,Incision, deep, w/ opening of bone cortex (e.g., for osteomyelitis of bone abscess), humerus or elbow
24000,Arthrotomy, elbow, for infection, w/ exploration, drainage or removal of foreign body
24006,Arthrotomy of the elbow, w/ capsular excision for capsular release
24065,Biopsy, soft tissue of upper arm or elbow area
24075,Excision, tumor, upper arm or elbow area; subcutaneous
24076,Excision, tumor, upper arm or elbow area; deep, subfascial or intramuscular
24077,Radical resection of tumor (e.g., malignant neoplasm), soft tissue of upper arm or elbow area
24100,Arthrotomy, elbow; w/ synovial biopsy only
24101,Arthrotomy, elbow; w/ joint exploration, w/ or w/o biopsy, w/ or w/o removal of loose or foreign body
24102,Arthrotomy, elbow; w/ synovectomy
24105,Excision, olecranon bursa
24110,Excision or curettage of bone cyst or benign tumor, humerus;
24115,Excision or curettage of bone cyst or benign tumor, humerus; w/ autograft (includes obtaining graft)
24116,Excision or curettage of bone cyst or benign tumor, humerus; w/ allograft
24120,Excision or curettage of bone cyst or benign tumor of head or neck of radius or olecranon process;
24125,Excision or curettage of bone cyst or benign tumor of head or neck of radius or olecranon process; w/ autograft (includes obtaining graft)
24126,Excision or curettage of bone cyst or benign tumor of head or neck of radius or olecranon process; w/ allograft
24130,Excision, radial head
24134,Sequestrectomy (e.g., for osteomyelitis or bone abscess), shaft or distal humerus
24136,Sequestrectomy (e.g., for osteomyelitis or bone abscess), radial head or neck
24138,Sequestrectomy (e.g., for osteomyelitis or bone abscess), olecranon process
24140,Partial excision (craterization, saucerization, or diaphysectomy) of bone (e.g., for osteomyelitis), humerus
24145,Partial excision (craterization, saucerization, or diaphysectomy) of bone (e.g., for osteomyelitis), radial head or neck
24147,Partial excision (craterization, saucerization, or diaphysectomy) of bone (e.g., for osteomyelitis), olecranon process
24149,Radical resection of capsule, soft tissue, and heterotopic bone, elbow, w/ contracture release
24150,Radical resection for tumor, shaft or distal humerus;
24151,Radical resection for tumor, shaft or distal humerus; w/ autograft (includes obtaining graft)
24152,Radical resection for tumor, radial head or neck;
24153,Radical resection for tumor, radial head or neck; w/ autograft (includes obtaining graft)
24155,Resection of elbow joint (arthrectomy)
24160,Implant removal; elbow joint
24164,Implant removal; radial head
24200,Removal of foreign body, upper arm or elbow area
24301,Muscle or tendon transfer, any type, upper arm or elbow, single
24305,Tendon lengthening, upper arm or elbow, single, each
24310,Tenotomy, open, elbow to shoulder, single, each
24320,Tenoplasty, w/ muscle transfer, w/ or w/o free graft, elbow to shoulder, single (Seddon-Brookes type procedure)
24330,Flexor-plasty, elbow (e.g., Steindler type advancement);
24331,Flexor-plasty, elbow (e.g., Steindler type advancement); w/ extensor advancement
24340,Tenodesis of biceps tendon at elbow
24341,Repair, tendon or muscle, upper arm or elbow, each tendon or muscle, primary or secondary (excludes rotator cuff)
24342,Reinsertion of ruptured biceps or triceps tendon, distal, w/ or w/o tendon graft
24350,Fasciotomy, lateral or medial (e.g., "tennis elbow" or epicondylitis);
24351,Fasciotomy, lateral or medial (e.g., "tennis elbow" or epicondylitis); w/ extensor origin detachment
24352,Fasciotomy, lateral or medial (e.g., "tennis elbow" or epicondylitis); w/ annular ligament resection
24354,Fasciotomy, lateral or medial (e.g., "tennis elbow" or epicondylitis); w/ stripping
24356,Fasciotomy, lateral or medial (e.g., "tennis elbow" or epicondylitis); w/ partial ostectomy
24360,Arthroplasty, elbow; w/ membrane;
24361,Arthroplasty, elbow; w/ membrane; w/ distal humeral prosthetic replacement
24362,Arthroplasty, elbow; w/ membrane; w/ implant and fascia lata ligament reconstruction
24363,Arthroplasty, elbow; w/ membrane; w/ distal humerus and proximal ulnar prosthetic replacement ("total elbow")
24365,Arthroplasty, radial head;
24366,Arthroplasty, radial head; w/ implant
24400,Osteotomy, humerus, w/ or w/o internal fixation
24410,Multiple osteotomies w/ realignment on intramedullary rod, humeral shaft (Sofield type procedure)
24420,Osteoplasty, humerus (e.g., shortening or lengthening)
24430,Repair of non-union or malunion, humerus; w/o graft (e.g., compression technique);
24435,Repair of non-union or malunion, humerus; w/o graft (e.g., compression technique); w/ iliac or other autograft (includes obtaining graft)
24470,Hemiepiphyseal arrest (e.g., for cubitus varus or valgus, distal humerus)
24495,Decompression fasciotomy, forearm, w/ brachial artery exploration
24498,Prophylactic treatment (nailing, pinning, plating or wiring), w/ or w/o methylmethacrylate, humerus
24500,Closed treatment of humeral shaft fracture
24515,Open treatment of humeral shaft fracture w/ plate/screws, w/ or w/o cerclage
24516,Open treatment of humeral shaft fracture, w/ insertion of intramedullary implant, w/ or w/o cerclage and/or locking screws
24530,Closed treatment of supracondylar or transcondylar humeral fracture, w/ or w/o intercondylar extension
24538,Percutaneous skeletal fixation of supracondylar or transcondylar humeral fracture, w/ or w/o intercondylar extension
24545,Open treatment of humeral supracondylar or transcondylar fracture, w/ or w/o internal or external fixation; w/o intercondylar extension
24546,Open treatment of humeral supracondylar or transcondylar fracture, w/ or w/o internal or external fixation; w/ intercondylar extension
24560,Closed treatment of humeral epicondylar fracture, medial or lateral;
24566,Percutaneous skeletal fixation of humeral epicondylar fracture, medial or lateral, w/ manipulation
24575,Open treatment of humeral epicondylar fracture, medial or lateral, w/ or w/o internal or external fixation
24576,Closed treatment of humeral condylar fracture, medial or lateral
24579,Open treatment of humeral condylar fracture, medial or lateral, w/ or w/o internal or external fixation
24582,Percutaneous skeletal fixation of humeral condylar fracture, medial or lateral, w/ manipulation
24586,Open treatment of periarticular fracture and/or dislocation of the elbow (fracture distal humerus and proximal ulna and/or proximal radius);
24587,Open treatment of periarticular fracture and/or dislocation of the elbow (fracture distal humerus and proximal ulna and/or proximal radius); w/ implant arthroplasty
24600,Treatment of closed elbow dislocation
24615,Open treatment of acute or chronic elbow dislocation
24620,Closed treatment of Monteggia type of fracture dislocation at elbow (fracture proximal end of ulna w/ dislocation of radial head)
24635,Open treatment of Monteggia type of fracture dislocation at elbow (fracture proximal end of ulna w/ dislocation of radial head), w/ or w/o internal or external fixation
24640,Closed treatment of radial head subluxation in child, "nursemaid elbow"
24650,Closed treatment of radial head or neck fracture
24665,Open treatment of radial head or neck fracture, w/ or w/o internal fixation or radial head excision;
24666,Open treatment of periarticular fracture and/or dislocation of the elbow (fracture distal humerus and proximal ulna and/or proximal radius); w/ radial head prosthetic replacement
24670,Closed treatment of ulnar fracture, proximal end (olecranon process)
24685,Open treatment of ulnar fracture proximal end (olecranon process), w/ or w/o internal or external fixation
24800,Arthrodesis, elbow joint; w/ or w/o local autograft or allograft
24802,Arthrodesis, elbow joint; w/ autograft (includes obtaining graft other than locally obtained)
24900,Amputation, arm through humerus; w/ primary closure
24920,Amputation, arm through humerus; open, circular (guillotine)
24925,Amputation, arm through humerus; secondary closure or scar revision
24930,Amputation, arm through humerus; re-amputation
24931,Amputation, arm through humerus; w/ implant
24935,Stump elongation, upper extremity
24940,Cineplasty, upper extremity, complete procedure
25000,Tendon sheath incision; at radial styloid (e.g., for deQuervains disease)
25020,Decompression fasciotomy, forearm and/or wrist; flexor or extensor compartment
25023,Decompression fasciotomy, forearm and/or wrist; w/ debridement of nonviable muscle and/or nerve
25028,Incision and drainage, forearm and/or wrist; deep abscess or hematoma
25031,Incision and drainage, forearm and/or wrist; infected bursa
25035,Incision, deep, w/ opening of bone cortex (e.g., for osteomyelitis or bone abscess), forearm and/or wrist
25040,Arthrotomy, radiocarpal or midcarpal joint, w/ exploration, drainage, or removal of foreign body
25065,Biopsy, soft tissue of forearm and/or wrist
25075,Excision, tumor, forearm and/or wrist area; subcutaneous
25076,Excision, tumor, forearm and/or wrist area; deep, subfascial or intramuscular
25077,Radical resection of tumor (e.g., malignant neoplasm), soft tissue of forearm and/or wrist area
25085,Capsulotomy, wrist (e.g., for contracture)
25100,Arthrotomy, wrist joint; w/ biopsy
25101,Arthrotomy, wrist joint; w/ joint exploration, w/ or w/o biopsy, w/ or w/o removal of loose or foreign body
25105,Arthrotomy, wrist joint; w/ synovectomy
25107,Arthrotomy, distal radioulnar joint for repair of triangle cartilage complex
25110,Excision, lesion of tendon sheath, forearm and/or wrist
25111,Excision of ganglion, wrist (dorsal or volar)
25115,Radical excision of bursa, synovia of wrist, or forearm tendon sheaths (e.g., tenosynovitis, fungus, Tbc, or other granulomas, rheumatoid arthritis); flexors
25116,Radical excision of bursa, synovia of wrist, or forearm tendon sheaths (e.g., tenosynovitis, fungus, Tbc, or other granulomas, rheumatoid arthritis); extensors, w/ or w/o transposition of dorsal retinaculum
25118,Synovectomy, extensor tendon sheath, wrist, single compartment;
25119,Synovectomy, extensor tendon sheath, wrist, single compartment; w/ resection of distal ulna
25120,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process);
25125,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process); w/ autograft (includes obtaining graft)
25126,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process); w/ allograft
25130,Excision or curettage of bone cyst or benign tumor of carpal bones;
25135,Excision or curettage of bone cyst or benign tumor of carpal bones; w/ autograft (includes obtaining graft)
25136,Excision or curettage of bone cyst or benign tumor of carpal bones; w/ allograft
25145,Sequestrectomy (e.g., for osteomyelitis or bone abscess), forearm and/or wrist
25150,Partial excision (craterization, saucerization, or diaphysectomy) of bone (e.g., for osteomyelitis); ulna
25151,Partial excision (craterization, saucerization, or diaphysectomy) of bone (e.g., for osteomyelitis); radius
25170,Radical resection for tumor, radius or ulna
25210,Carpectomy; one bone
25215,Carpectomy; all bones of proximal row
25230,Radial styloidectomy
25240,Excision distal ulna partial or complete (e.g., Darrach type or matched resection)
25248,Exploration w/ removal of deep foreign body, forearm or wrist
25250,Removal of wrist prosthesis;
25251,Removal of wrist prosthesis; complicated, including "total wrist"
25260,Repair, tendon or muscle, flexor, forearm and/or wrist; primary, single, each tendon or muscle
